plant_id,genotype,time_days,treatment,replicate,cycle,phase,water_potential,stomatal_conductance
S_C_1,Sensitive,31,Control,1,2,Rewatering,-0.9433902684158302,0.30151057920839364
S_C_1,Sensitive,32,Control,1,2,Rewatering,-0.9354447458428415,0.32750030037065725
S_C_1,Sensitive,33,Control,1,2,Rewatering,-0.9518677362761111,0.3093461044671342
S_C_1,Sensitive,34,Control,1,2,Rewatering,-1.0206216053292825,0.32606971138252144
S_C_1,Sensitive,35,Control,1,2,Rewatering,-0.8946051214262659,0.2906049401670159
S_C_1,Sensitive,36,Control,1,2,PostDrought,-0.9135607150019562,0.31445597874188636
S_C_1,Sensitive,37,Control,1,2,PostDrought,-1.0265430254945656,0.29193164043230463
S_C_1,Sensitive,38,Control,1,2,PostDrought,-0.9432108191934936,0.33147628281734676
S_C_1,Sensitive,39,Control,1,2,PostDrought,-0.9788125945648463,0.33759590731487316
S_C_1,Sensitive,40,Control,1,2,PostDrought,-0.9372083925503198,0.32904054813252304
S_C_2,Sensitive,0,Control,2,1,PreDrought,-0.912908337540421,0.3341258763803952
S_C_2,Sensitive,1,Control,2,1,PreDrought,-0.8792041038252807,0.3222320095272398
S_C_2,Sensitive,2,Control,2,1,PreDrought,-1.0270131550834203,0.35012632777574787
S_C_2,Sensitive,3,Control,2,1,PreDrought,-0.8903623710646862,0.3360224258703284
S_C_2,Sensitive,4,Control,2,1,PreDrought,-0.8680259764786193,0.3473590381571781
S_C_2,Sensitive,5,Control,2,1,Drought,-0.8440168193553639,0.3134482505880823
S_C_2,Sensitive,6,Control,2,1,Drought,-0.8332669419303294,0.3342652676262734
S_C_2,Sensitive,7,Control,2,1,Drought,-0.9504871486603768,0.3489178416446424
S_C_2,Sensitive,8,Control,2,1,Drought,-0.9786212266799539,NA
S_C_2,Sensitive,9,Control,2,1,Drought,-0.9142775721416271,0.33338624662873445
S_C_2,Sensitive,10,Control,2,1,Drought,-0.8893662015090432,0.34079324710519027
S_C_2,Sensitive,11,Control,2,1,Rewatering,-0.8384507658814941,0.3079969265797603
S_C_2,Sensitive,12,Control,2,1,Rewatering,-0.9122815947268385,0.3294228189599561
S_C_2,Sensitive,13,Control,2,1,Rewatering,-0.8348085470996988,0.32112895485064286
S_C_2,Sensitive,14,Control,2,1,Rewatering,-0.960407358847051,0.30669330275333
S_C_2,Sensitive,15,Control,2,1,Rewatering,-0.8310707550777723,0.3158740410240181
S_C_2,Sensitive,16,Control,2,1,PostDrought,-0.9639472108576401,0.3374726981588491
S_C_2,Sensitive,17,Control,2,1,PostDrought,-0.8044545477481807,0.3202963349642234
S_C_2,Sensitive,18,Control,2,1,PostDrought,-0.8441858268044516,0.3282551001729384
S_C_2,Sensitive,19,Control,2,1,PostDrought,-0.9647834920093881,0.3247627485541016
S_C_2,Sensitive,20,Control,2,1,PostDrought,-0.9680052191481358,0.3475656530916366
S_C_2,Sensitive,21,Control,2,2,PreDrought,-0.9610321064668437,0.3361976091340626
S_C_2,Sensitive,22,Control,2,2,PreDrought,-0.9474308280752887,0.32032082166650044
S_C_2,Sensitive,23,Control,2,2,PreDrought,-0.8413299551750857,0.32694702295795924
S_C_2,Sensitive,24,Control,2,2,PreDrought,-0.8283646003876305,0.3031573993853912
S_C_2,Sensitive,25,Control,2,2,Drought,-0.9346313167330211,0.30085838038834034
S_C_2,Sensitive,26,Control,2,2,Drought,-0.9170458964830305,0.308419376475441
S_C_2,Sensitive,27,Control,2,2,Drought,-0.8513302149390465,0.2984340575964651
S_C_2,Sensitive,28,Control,2,2,Drought,-0.9134159227732829,0.32401999812213494
S_C_2,Sensitive,29,Control,2,2,Drought,-0.9836675132939263,0.3439538394210746
S_C_2,Sensitive,30,Control,2,2,Drought,-0.9350673625681811,0.2944858702481299
S_C_2,Sensitive,31,Control,2,2,Rewatering,-0.9919741281423424,0.3096508506540555
S_C_2,Sensitive,32,Control,2,2,Rewatering,-0.9582128949179202,0.33121290830513883
S_C_2,Sensitive,33,Control,2,2,Rewatering,-0.9446342335322643,0.3036685677129873
S_C_2,Sensitive,34,Control,2,2,Rewatering,-0.8222923948755902,0.2930082243251923
S_C_2,Sensitive,35,Control,2,2,Rewatering,-0.9243092759857864,0.3066465639279915
S_C_2,Sensitive,36,Control,2,2,PostDrought,-0.9147110065713435,0.3018887042028767
S_C_2,Sensitive,37,Control,2,2,PostDrought,-1.0013153520219917,0.2979584154876774
S_C_2,Sensitive,38,Control,2,2,PostDrought,-0.8816566509297877,0.29448044882615265
S_C_2,Sensitive,39,Control,2,2,PostDrought,-1.0267967502737771,0.326759788663513
S_C_2,Sensitive,40,Control,2,2,PostDrought,-1.0017933638453695,0.31109728939832115
S_C_3,Sensitive,0,Control,3,1,PreDrought,-0.955318000635722,0.3157215256500072
S_C_3,Sensitive,1,Control,3,1,PreDrought,-0.8905651649333011,0.34034127691123245
S_C_3,Sensitive,2,Control,3,1,PreDrought,-0.9121897786136407,0.29070993493576075
S_C_3,Sensitive,3,Control,3,1,PreDrought,-0.8312264995808972,0.34365573294966906
S_C_3,Sensitive,4,Control,3,1,PreDrought,-0.9348821480678997,0.3149761927547606
S_C_3,Sensitive,5,Control,3,1,Drought,-0.8092523006811138,0.3137737682328838
S_C_3,Sensitive,6,Control,3,1,Drought,-0.7795183593646589,0.30629138317595506
S_C_3,Sensitive,7,Control,3,1,Drought,-0.8346252411341615,0.3327051863111236
S_C_3,Sensitive,8,Control,3,1,Drought,-0.8772730873236949,0.34419854365294555
S_C_3,Sensitive,9,Control,3,1,Drought,-0.8032499477991756,0.3393310224677295
S_C_3,Sensitive,10,Control,3,1,Drought,-0.8220237823744653,0.3443876072446288
S_C_3,Sensitive,11,Control,3,1,Rewatering,-0.932683102557263,0.33911404801195816
S_C_3,Sensitive,12,Control,3,1,Rewatering,-0.817273161271918,0.3359009732444634
S_C_3,Sensitive,13,Control,3,1,Rewatering,-0.968713252101318,0.3137816625916257
S_C_3,Sensitive,14,Control,3,1,Rewatering,-0.8514761315254706,0.3500859234732943
S_C_3,Sensitive,15,Control,3,1,Rewatering,-0.9070222533532541,0.3173163151229839
S_C_3,Sensitive,16,Control,3,1,PostDrought,-0.8554652888047476,0.32420373200776587
S_C_3,Sensitive,17,Control,3,1,PostDrought,-1.0125990493256043,0.30559949237977335
S_C_3,Sensitive,18,Control,3,1,PostDrought,-0.8550433337546322,0.32925003682237974
S_C_3,Sensitive,19,Control,3,1,PostDrought,-1.000967173447825,0.3140265219255322
S_C_3,Sensitive,20,Control,3,1,PostDrought,-0.9166902980916662,0.3335768034014833
S_C_3,Sensitive,21,Control,3,2,PreDrought,-0.8622756634255067,0.31069154841829677
S_C_3,Sensitive,22,Control,3,2,PreDrought,-0.9017048326494856,0.31394737936705897
S_C_3,Sensitive,23,Control,3,2,PreDrought,-0.935365354575692,0.3357828774672982
S_C_3,Sensitive,24,Control,3,2,PreDrought,-0.8262703607865118,0.2859645415769782
S_C_3,Sensitive,25,Control,3,2,Drought,NA,0.32502786917549215
S_C_3,Sensitive,26,Control,3,2,Drought,-0.9129934388007377,0.3130706078857735
S_C_3,Sensitive,27,Control,3,2,Drought,-0.9702138212239628,0.33799164561463507
S_C_3,Sensitive,28,Control,3,2,Drought,-0.9752527402299578,0.2926000863656555
S_C_3,Sensitive,29,Control,3,2,Drought,-0.9284209269419771,0.29576489297655917
S_C_3,Sensitive,30,Control,3,2,Drought,-0.8293091075638176,0.30083007416614393
S_C_3,Sensitive,31,Control,3,2,Rewatering,-1.031752875155264,0.3213924582769535
S_C_3,Sensitive,32,Control,3,2,Rewatering,-0.999723589929643,0.30595172502626133
S_C_3,Sensitive,33,Control,3,2,Rewatering,-0.8867722347941084,0.31955515700140463
S_C_3,Sensitive,34,Control,3,2,Rewatering,-0.9857221383271483,0.32544240970344485
S_C_3,Sensitive,35,Control,3,2,Rewatering,-1.0193234804986124,0.32175827510761895
S_C_3,Sensitive,36,Control,3,2,PostDrought,-1.0171315367618856,0.3175484583025026
S_C_3,Sensitive,37,Control,3,2,PostDrought,-0.9962789155353287,0.3342155595763826
S_C_3,Sensitive,38,Control,3,2,PostDrought,-0.8744195318128736,0.31669701293906505
S_C_3,Sensitive,39,Control,3,2,PostDrought,-0.9173787592416626,0.31400382700146606
S_C_3,Sensitive,40,Control,3,2,PostDrought,-0.9451930935177363,0.3301662382255905
S_C_4,Sensitive,0,Control,4,1,PreDrought,-0.8225622568929839,0.31308221755000004
S_C_4,Sensitive,1,Control,4,1,PreDrought,-0.9318263816837017,0.34529525740122147
S_C_4,Sensitive,2,Control,4,1,PreDrought,-0.950304221032995,0.3317876337650901
S_C_4,Sensitive,3,Control,4,1,PreDrought,-0.9506134456272198,0.3180647783970289
S_C_4,Sensitive,4,Control,4,1,PreDrought,-0.9125197130979527,0.34055887414409136
S_C_4,Sensitive,5,Control,4,1,Drought,-0.9059197182861767,0.3357457022539823
S_C_4,Sensitive,6,Control,4,1,Drought,-0.8309391583332412,0.33254408814939673
S_C_4,Sensitive,7,Control,4,1,Drought,-0.899262869766799,0.34667894550772266
S_C_4,Sensitive,8,Control,4,1,Drought,-0.9523167050982643,0.3410100916675827
S_C_4,Sensitive,9,Control,4,1,Drought,-0.9037257529309115,0.3468969877923991
S_C_4,Sensitive,10,Control,4,1,Drought,-0.822022390738635,0.3267649573317076
S_C_4,Sensitive,11,Control,4,1,Rewatering,-0.7624547860689197,0.3828828150475816
S_C_4,Sensitive,12,Control,4,1,Rewatering,-0.8706235941444275,0.34123024457741
S_C_4,Sensitive,13,Control,4,1,Rewatering,-0.8819996939757198,0.36105650587413723
S_C_4,Sensitive,14,Control,4,1,Rewatering,-0.9671291619276599,0.3416682872144926
S_C_4,Sensitive,15,Control,4,1,Rewatering,-0.9110877559497622,0.3074396559404019
S_C_4,Sensitive,16,Control,4,1,PostDrought,-0.9094371692253331,0.32924858257124884
S_C_4,Sensitive,17,Control,4,1,PostDrought,-0.8343878294729198,0.3393007035277178
S_C_4,Sensitive,18,Control,4,1,PostDrought,-0.835419480416106,0.3346114382525998
S_C_4,Sensitive,19,Control,4,1,PostDrought,-0.8488680779156328,0.32134210700717003
S_C_4,Sensitive,20,Control,4,1,PostDrought,-0.9471760514468632,0.31697488867024304
S_C_4,Sensitive,21,Control,4,2,PreDrought,-0.9857418231929642,0.2962890413696232
S_C_4,Sensitive,22,Control,4,2,PreDrought,-0.9287775791879961,0.3287973213184166
S_C_4,Sensitive,23,Control,4,2,PreDrought,-1.0489161684032269,0.3204102764704103
S_C_4,Sensitive,24,Control,4,2,PreDrought,-0.938310381033609,0.3341602671449081
S_C_4,Sensitive,25,Control,4,2,Drought,-0.930398378177533,0.2896745687310637
S_C_4,Sensitive,26,Control,4,2,Drought,-0.8540565550954975,0.35556389536346555
S_C_4,Sensitive,27,Control,4,2,Drought,-0.9616506337117294,0.3375392355836282
S_C_4,Sensitive,28,Control,4,2,Drought,-0.9221901126562072,0.3012464519005707
S_C_4,Sensitive,29,Control,4,2,Drought,-0.8809077881975649,0.28877532764974684
S_C_4,Sensitive,30,Control,4,2,Drought,-0.9713894067513902,0.295148780241978
S_C_4,Sensitive,31,Control,4,2,Rewatering,-1.039207989032395,0.29766190229238104
S_C_4,Sensitive,32,Control,4,2,Rewatering,-0.9324431801787143,0.3022663266688495
S_C_4,Sensitive,33,Control,4,2,Rewatering,-0.8417872302864529,0.3264377130160101
S_C_4,Sensitive,34,Control,4,2,Rewatering,-0.8777736267627689,NA
S_C_4,Sensitive,35,Control,4,2,Rewatering,-0.9366441230421162,0.3192479124828332
S_C_4,Sensitive,36,Control,4,2,PostDrought,-1.0028307986730418,0.32610523677362796
S_C_4,Sensitive,37,Control,4,2,PostDrought,-1.0112693726457243,0.3044328831787155
S_C_4,Sensitive,38,Control,4,2,PostDrought,-0.838458025648486,0.3291370146902051
S_C_4,Sensitive,39,Control,4,2,PostDrought,-0.9517178496552068,0.34098964775725793
S_C_4,Sensitive,40,Control,4,2,PostDrought,-0.9453024380001921,0.33670633222681035
S_D_1,Sensitive,0,Drought,1,1,PreDrought,-0.8818385207551855,0.315078569922251
S_D_1,Sensitive,1,Drought,1,1,PreDrought,-0.905622651645742,0.32071752817504257
S_D_1,Sensitive,2,Drought,1,1,PreDrought,-0.9676424665370242,0.2975258612185277
S_D_1,Sensitive,3,Drought,1,1,PreDrought,-0.8178787726592088,0.3128320495401843
S_D_1,Sensitive,4,Drought,1,1,PreDrought,-1.013217024453648,0.32772163503974544
S_D_1,Sensitive,5,Drought,1,1,Drought,-1.1261751853719226,0.28565390619241005
S_D_1,Sensitive,6,Drought,1,1,Drought,-1.3426154013958669,0.21807912942359145
S_D_1,Sensitive,7,Drought,1,1,Drought,-1.7347574125209415,0.2093260693420576
S_D_1,Sensitive,8,Drought,1,1,Drought,-1.8926344903485577,0.15216311379994157
S_D_1,Sensitive,9,Drought,1,1,Drought,-1.9732176740419438,0.12563547408699693
S_D_1,Sensitive,10,Drought,1,1,Drought,-2.1550407424478246,0.1069027280332996
S_D_1,Sensitive,11,Drought,1,1,Rewatering,-2.123396367863771,0.14642577044015972
S_D_1,Sensitive,12,Drought,1,1,Rewatering,-1.8180626919538396,0.12928757315672873
S_D_1,Sensitive,13,Drought,1,1,Rewatering,-1.6433725698697434,0.18834127221641206
S_D_1,Sensitive,14,Drought,1,1,Rewatering,-1.5267969106203303,0.2011206476633452
S_D_1,Sensitive,15,Drought,1,1,Rewatering,-1.4231848686782442,0.23072776228713007
S_D_1,Sensitive,16,Drought,1,1,PostDrought,-1.3817978101420376,0.2016170405635712
S_D_1,Sensitive,17,Drought,1,1,PostDrought,-1.346026050081765,0.2659472674349955
S_D_1,Sensitive,18,Drought,1,1,PostDrought,-1.4793660770176704,0.2240992157499749
S_D_1,Sensitive,19,Drought,1,1,PostDrought,-1.226211617971541,0.23723937196460548
S_D_1,Sensitive,20,Drought,1,1,PostDrought,-1.322864467800447,0.23276391559305823
S_D_1,Sensitive,21,Drought,1,2,PreDrought,-1.0213120706307453,0.30496052930213324
S_D_1,Sensitive,22,Drought,1,2,PreDrought,-0.9370883034720905,0.3272170298681334
S_D_1,Sensitive,23,Drought,1,2,PreDrought,-1.0719061819608406,0.2963276604542111
S_D_1,Sensitive,24,Drought,1,2,PreDrought,-0.9870513897624626,0.29975864269231095
S_D_1,Sensitive,25,Drought,1,2,Drought,-1.2041422519666516,0.25900406509645507
S_D_1,Sensitive,26,Drought,1,2,Drought,-1.4353679858903785,0.23980968848870135
S_D_1,Sensitive,27,Drought,1,2,Drought,-1.6673381972057435,0.1817356935416245
S_D_1,Sensitive,28,Drought,1,2,Drought,-1.9104970380716346,0.14522754221647718
S_D_1,Sensitive,29,Drought,1,2,Drought,-2.0891121223648454,0.1464045817215849
S_D_1,Sensitive,30,Drought,1,2,Drought,-2.3113255316049157,0.09546839287879233
S_D_1,Sensitive,31,Drought,1,2,Rewatering,-2.1257789223308836,0.1498247491158146
S_D_1,Sensitive,32,Drought,1,2,Rewatering,-2.070993177748643,0.1530145967737859
S_D_1,Sensitive,33,Drought,1,2,Rewatering,-1.92598009917131,0.12403180988784543
S_D_1,Sensitive,34,Drought,1,2,Rewatering,-1.75237766697867,0.2036304128148717
S_D_1,Sensitive,35,Drought,1,2,Rewatering,-1.4818355108506565,0.18901769558135528
S_D_1,Sensitive,36,Drought,1,2,PostDrought,-1.581168905066906,0.19753994281927112
S_D_1,Sensitive,37,Drought,1,2,PostDrought,-1.5573063345207998,0.22241416309599896
S_D_1,Sensitive,38,Drought,1,2,PostDrought,-1.4895331946609291,0.20653651838087222
S_D_1,Sensitive,39,Drought,1,2,PostDrought,-1.5747997827658495,0.20815244795818041
S_D_1,Sensitive,40,Drought,1,2,PostDrought,-1.40927145338206,0.2122421322583413
S_D_2,Sensitive,0,Drought,2,1,PreDrought,-0.943153450686709,0.31174489753274087
S_D_2,Sensitive,1,Drought,2,1,PreDrought,-0.9447118559235541,0.32648748611661815
S_D_2,Sensitive,2,Drought,2,1,PreDrought,-0.9527290087465015,0.32152542806911183
S_D_2,Sensitive,3,Drought,2,1,PreDrought,-0.9654594297677744,0.31472854550422685
S_D_2,Sensitive,4,Drought,2,1,PreDrought,-0.9457318310033068,0.3108084767266139
S_D_2,Sensitive,5,Drought,2,1,Drought,-1.1778195466947385,0.2789936305040601
S_D_2,Sensitive,6,Drought,2,1,Drought,-1.4337085706662704,0.22454180080348862
S_D_2,Sensitive,7,Drought,2,1,Drought,-1.43121480468686,0.22452530227493828
S_D_2,Sensitive,8,Drought,2,1,Drought,-1.8678004876656076,0.15654561843844103
S_D_2,Sensitive,9,Drought,2,1,Drought,-1.8826353268863045,0.14852984913387599
S_D_2,Sensitive,10,Drought,2,1,Drought,NA,0.09111616562365446
S_D_2,Sensitive,11,Drought,2,1,Rewatering,-2.068307658866277,NA
S_D_2,Sensitive,12,Drought,2,1,Rewatering,-1.7473584945519283,0.12518329312980528
S_D_2,Sensitive,13,Drought,2,1,Rewatering,-1.648031978601838,0.17899691766905804
S_D_2,Sensitive,14,Drought,2,1,Rewatering,-1.597254846580998,0.20816085466862938
S_D_2,Sensitive,15,Drought,2,1,Rewatering,-1.3504559528418696,0.18925487489877765
S_D_2,Sensitive,16,Drought,2,1,PostDrought,-1.202908237841927,0.2410169762990817
S_D_2,Sensitive,17,Drought,2,1,PostDrought,-1.327179466191104,0.23691390835734366
S_D_2,Sensitive,18,Drought,2,1,PostDrought,-1.3704577491653727,0.23980638533101517
S_D_2,Sensitive,19,Drought,2,1,PostDrought,-1.2259688573853782,0.22330995350574645
S_D_2,Sensitive,20,Drought,2,1,PostDrought,-1.1181509577296194,0.24810611793635584
S_D_2,Sensitive,21,Drought,2,2,PreDrought,-1.0996279223706578,0.28453378831878956
S_D_2,Sensitive,22,Drought,2,2,PreDrought,-0.9561314920491406,0.2897327816482456
S_D_2,Sensitive,23,Drought,2,2,PreDrought,-0.9728292569037396,0.3076971171615625
S_D_2,Sensitive,24,Drought,2,2,PreDrought,-1.0607556309772699,0.3170127148889903
S_D_2,Sensitive,25,Drought,2,2,Drought,-1.2226086989952538,0.28342294747187763
S_D_2,Sensitive,26,Drought,2,2,Drought,-1.4863300146013467,0.22554138051293096
S_D_2,Sensitive,27,Drought,2,2,Drought,-1.628539329912176,0.20806459033162825
S_D_2,Sensitive,28,Drought,2,2,Drought,-1.9027594667889534,0.18000719796383385
S_D_2,Sensitive,29,Drought,2,2,Drought,NA,0.15481612528701957
S_D_2,Sensitive,30,Drought,2,2,Drought,-2.292305958850236,0.08377582338017002
S_D_2,Sensitive,31,Drought,2,2,Rewatering,-2.2265453180774797,0.11114824333121963
S_D_2,Sensitive,32,Drought,2,2,Rewatering,-2.0480121427156748,0.1306143012843305
S_D_2,Sensitive,33,Drought,2,2,Rewatering,-1.94551905027716,0.12642898152664947
S_D_2,Sensitive,34,Drought,2,2,Rewatering,-1.6393809004862734,0.14006711531244942
S_D_2,Sensitive,35,Drought,2,2,Rewatering,-1.5486042291110118,0.2089960989837108
S_D_2,Sensitive,36,Drought,2,2,PostDrought,-1.4950819397707291,0.22092115667220122
S_D_2,Sensitive,37,Drought,2,2,PostDrought,-1.5482834961788536,0.18557329059623
S_D_2,Sensitive,38,Drought,2,2,PostDrought,-1.555371561553983,0.18562880199475665
S_D_2,Sensitive,39,Drought,2,2,PostDrought,-1.441607243939936,0.21089631741202747
S_D_2,Sensitive,40,Drought,2,2,PostDrought,-1.293504542181228,0.2096581467651946
S_D_3,Sensitive,0,Drought,3,1,PreDrought,-0.9628556295960626,0.3041717640789875
S_D_3,Sensitive,1,Drought,3,1,PreDrought,-0.9705326101498459,0.3299281773899545
S_D_3,Sensitive,2,Drought,3,1,PreDrought,-1.005272053224247,0.3266054362219365
S_D_3,Sensitive,3,Drought,3,1,PreDrought,-0.8758501325598474,0.3146522245603214
S_D_3,Sensitive,4,Drought,3,1,PreDrought,-1.0375241287876238,0.3190727858787284
S_D_3,Sensitive,5,Drought,3,1,Drought,-1.1346253599139338,0.26109940464149173
S_D_3,Sensitive,6,Drought,3,1,Drought,-1.4301755122736677,0.25079625120419885
S_D_3,Sensitive,7,Drought,3,1,Drought,-1.6126526141895976,0.2122946602026355
S_D_3,Sensitive,8,Drought,3,1,Drought,-1.776615356780866,0.15869906815918455
S_D_3,Sensitive,9,Drought,3,1,Drought,-1.9625781768712862,0.13861925258522137
S_D_3,Sensitive,10,Drought,3,1,Drought,-2.1889432352426157,0.07196179975935303
S_D_3,Sensitive,11,Drought,3,1,Rewatering,-2.0124794358673905,0.14617726087600885
S_D_3,Sensitive,12,Drought,3,1,Rewatering,-1.850645649092106,0.1115873559531747
S_D_3,Sensitive,13,Drought,3,1,Rewatering,-1.5627850143806226,0.1976392108603508
S_D_3,Sensitive,14,Drought,3,1,Rewatering,-1.4984200593618233,0.17534370534437926
S_D_3,Sensitive,15,Drought,3,1,Rewatering,-1.4948359865832748,0.2219530989637533
S_D_3,Sensitive,16,Drought,3,1,PostDrought,-1.514397307277243,0.24741075158879558
S_D_3,Sensitive,17,Drought,3,1,PostDrought,-1.2267317266427327,0.23396543255978902
S_D_3,Sensitive,18,Drought,3,1,PostDrought,-1.2452768641084933,0.2506164162241965
S_D_3,Sensitive,19,Drought,3,1,PostDrought,-1.2323097806093397,0.25255634682850125
S_D_3,Sensitive,20,Drought,3,1,PostDrought,-1.229237742558358,0.25333020502493203
S_D_3,Sensitive,21,Drought,3,2,PreDrought,-1.0902229753829251,0.2978495287079823
S_D_3,Sensitive,22,Drought,3,2,PreDrought,-0.9799554796572996,0.3245253365874808
S_D_3,Sensitive,23,Drought,3,2,PreDrought,-0.9085907424363001,0.30294116496410295
S_D_3,Sensitive,24,Drought,3,2,PreDrought,-0.9767124332513205,0.29441185300472666
S_D_3,Sensitive,25,Drought,3,2,Drought,-1.1843485501905346,0.2751241337967193
S_D_3,Sensitive,26,Drought,3,2,Drought,-1.4718569071783614,0.23650636841633518
S_D_3,Sensitive,27,Drought,3,2,Drought,-1.6282156498320641,0.20401676976482813
S_D_3,Sensitive,28,Drought,3,2,Drought,-1.8752752490172508,0.15710515376421993
S_D_3,Sensitive,29,Drought,3,2,Drought,-2.0508017901636015,0.1331007926810304
S_D_3,Sensitive,30,Drought,3,2,Drought,-2.3040860651720956,0.10927841390329232
S_D_3,Sensitive,31,Drought,3,2,Rewatering,-2.1688120763131242,0.12576105265875975
S_D_3,Sensitive,32,Drought,3,2,Rewatering,-1.9912092227763605,0.14565175073234754
S_D_3,Sensitive,33,Drought,3,2,Rewatering,-1.853820491279974,0.13127639342374078
S_D_3,Sensitive,34,Drought,3,2,Rewatering,-1.6837417605668785,0.14283675244199467
S_D_3,Sensitive,35,Drought,3,2,Rewatering,-1.6624438720457024,0.22777710469523502
S_D_3,Sensitive,36,Drought,3,2,PostDrought,-1.6048527165771986,0.19135329821306654
S_D_3,Sensitive,37,Drought,3,2,PostDrought,-1.5583988783001588,0.1985067548227112
S_D_3,Sensitive,38,Drought,3,2,PostDrought,-1.4507800238735327,0.2045993263989517
S_D_3,Sensitive,39,Drought,3,2,PostDrought,-1.4498870748027286,0.2180533467377738
S_D_3,Sensitive,40,Drought,3,2,PostDrought,-1.4392372277938597,0.22190343011287672
S_D_4,Sensitive,0,Drought,4,1,PreDrought,-0.9299537038608349,0.3257439673861069
S_D_4,Sensitive,1,Drought,4,1,PreDrought,-1.0075777513500337,0.3145702359070211
S_D_4,Sensitive,2,Drought,4,1,PreDrought,-0.8673556298733237,0.324101625967871
S_D_4,Sensitive,3,Drought,4,1,PreDrought,-0.9786310046294638,0.3171397900523269
S_D_4,Sensitive,4,Drought,4,1,PreDrought,-1.0395861363428727,0.31932835620831596
S_D_4,Sensitive,5,Drought,4,1,Drought,-1.1242175029504897,0.28670934287057487
S_D_4,Sensitive,6,Drought,4,1,Drought,-1.2662942752590014,0.25233523532889834
S_D_4,Sensitive,7,Drought,4,1,Drought,-1.530373315440161,0.1926785171926387
S_D_4,Sensitive,8,Drought,4,1,Drought,-1.8120877711865289,0.16899555045246983
S_D_4,Sensitive,9,Drought,4,1,Drought,-2.021863214311834,0.138128207133508
S_D_4,Sensitive,10,Drought,4,1,Drought,-2.2171463484902914,0.09532511138591059
S_D_4,Sensitive,11,Drought,4,1,Rewatering,-2.0805372002183784,0.10445140246301876
S_D_4,Sensitive,12,Drought,4,1,Rewatering,-1.8922346207201444,0.1447390581922956
S_D_4,Sensitive,13,Drought,4,1,Rewatering,-1.7084515337921475,0.1818011978601435
S_D_4,Sensitive,14,Drought,4,1,Rewatering,-1.598683755727608,0.20237585311562678
S_D_4,Sensitive,15,Drought,4,1,Rewatering,-1.4403867214648602,0.2187236965054692
S_D_4,Sensitive,16,Drought,4,1,PostDrought,-1.4241095145324538,0.21542825983065902
S_D_4,Sensitive,17,Drought,4,1,PostDrought,-1.3609167429989224,0.20165232778784659
